session_id,cookie_id,utm_source,utm_campaign,page_viewed,bounce_flag,timestamp,user_id_captured
cfdb6e62-24e5-4e50-8038-0e1c7180efeb,cookie_1,email,CMP_PAST_ASSET_OPTIMIZATION,/insights/optimization-b4-report-1,0,2025-07-31 05:12:05.000000,1.0
8988217c-b731-4ca7-a74a-24e0b4ead094,cookie_1,direct,CMP_PAST_ASSET_OPTIMIZATION,/insights/optimization-b4-report-2,0,2025-06-25 01:41:26.000000,1.0
9b3af880-c388-481b-af84-7cfb36cda555,cookie_1,direct,CMP_PAST_ASSET_OPTIMIZATION,/contact-sales,0,2025-05-17 11:29:32.000000,1.0
91b81838-1f25-4002-8156-4e8a1ceabc3d,cookie_2,email,CMP_LIVE_DECARBONIZATION_25_26,/insights/26-b1-report-1,0,2026-03-14 00:00:00.000000,2.0
b864eec6-b61c-432d-a064-25b9ee62fcb7,cookie_2,linkedin,CMP_LIVE_DECARBONIZATION_25_26,/case-studies/26-b1-cs-1,0,2026-03-13 03:33:02.000000,2.0
460cb1be-1c26-45ce-a48d-a0c3bb3c5fa2,cookie_2,direct,CMP_LIVE_DECARBONIZATION_25_26,/contact-sales,0,2026-01-14 10:33:13.000000,2.0
b22e02d4-f8f4-4757-af86-494ecf5dfa1e,cookie_3,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/insights/infrastructure-b1-report-1,0,2025-12-03 05:19:50.000000,3.0
2540d023-7e71-4d50-9a74-edc0a430fa9a,cookie_3,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/case-studies/infrastructure-b1-cs-2,0,2025-12-23 12:07:38.000000,3.0
1fd2fbe2-21b5-47f7-8a25-be184ab87b40,cookie_3,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/contact-sales,0,2026-03-14 00:31:52.000000,3.0
99d2295c-9363-4f7e-bd07-fc3c10906c2b,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/insights/engineering-b2-report-2,0,2025-06-18 00:00:00.000000,4.0
65013086-3b30-4f27-a3bd-66b4d6187958,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/careers,0,2025-05-05 00:52:36.000000,4.0
4adcf199-3349-4d89-bb6f-e42749641fb3,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/insights/engineering-b2-report-1,0,2025-06-21 00:19:51.000000,4.0
38fa5a52-a2ad-418a-aa8f-ef1b4e8a3ef7,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/case-studies/engineering-b0-cs-1,0,2025-03-17 00:05:43.000000,4.0
c0ff7252-5c96-4735-af6b-e9f4ba98f1d0,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/case-studies/engineering-b2-cs-1,0,2025-07-08 01:22:55.000000,4.0
d6d0adf4-8ba7-4d9d-9f72-cfddb5438b54,cookie_4,email,CMP_PAST_SUSTAINABLE_ENGINEERING,/insights/engineering-b1-report-1,0,2025-05-05 00:00:52.000000,4.0
6dcb41ac-6494-4923-9449-27c416cc75b7,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/case-studies/engineering-b3-cs-1,0,2025-07-25 01:13:27.000000,4.0
a96b0039-4c7d-4051-9428-dc8447bbb07e,cookie_4,direct,CMP_PAST_SUSTAINABLE_ENGINEERING,/case-studies/engineering-b0-cs-2,0,2025-03-16 17:38:38.000000,4.0
0e97f186-2ce4-498c-a3bc-477c08689a83,cookie_4,linkedin,CMP_PAST_SUSTAINABLE_ENGINEERING,/case-studies/engineering-b2-cs-1,0,2025-06-19 00:05:57.000000,4.0
29b8a063-a547-4d1a-8fe7-804f4291cd54,cookie_5,linkedin,CMP_LIVE_DECARBONIZATION_25_26,/case-studies/26-b0-cs-1,0,2026-01-08 00:49:34.000000,5.0
a7521044-23dc-4a0e-b63f-13b85274c6c3,cookie_5,direct,CMP_LIVE_DECARBONIZATION_25_26,/contact-sales,0,2026-02-11 12:08:04.000000,5.0
00105b79-7535-4e01-b929-e88b5f01c3ea,cookie_6,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/about/sustainability,0,2026-04-14 16:59:07.000000,6.0
fc63e1eb-2a75-4ff7-b5f2-b32b8ae23e03,cookie_6,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/contact-sales,0,2026-05-23 20:08:10.000000,6.0
b716a268-5759-4574-b9ff-c1d9c1f974b5,cookie_7,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/insights/infrastructure-b0-report-1,0,2025-11-07 01:31:43.000000,7.0
b3b8f22d-f49c-4c3c-8b80-28f91b3a3952,cookie_7,direct,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,/contact-sales,0,2026-05-14 06:27:15.000000,7.0
c600abe9-cbec-42bb-a9c8-f8d4ef6e60f9,cookie_8,linkedin,CMP_LIVE_DECARBONIZATION_25_26,/case-studies/26-b0-cs-1,0,2026-01-09 15:23:32.000000,8.0
f7a2cb0d-f933-48dc-acaf-d891173ab72e,cookie_8,direct,CMP_LIVE_DECARBONIZATION_25_26,/insights/26-b2-report-1,0,2026-05-03 03:58:08.000000,8.0
fad740e7-6d13-4261-bf84-032fa8bde7a3,cookie_8,direct,CMP_LIVE_DECARBONIZATION_25_26,/insights/26-b1-report-1,0,2026-03-02 03:30:19.000000,8.0
cb6702d4-894e-458d-88c6-e695696ae417,cookie_8,email,CMP_LIVE_DECARBONIZATION_25_26,/insights/26-b2-report-1,0,2026-05-14 23:12:00.000000,8.0
101971af-08ba-416a-8835-49f8363d0598,cookie_8,linkedin,CMP_LIVE_DECARBONIZATION_25_26,/case-studies/26-b0-cs-1,0,2026-01-09 23:38:22.000000,8.0
6d05e830-9257-4176-b78b-e9e2b29415d0,cookie_8,linkedin,CMP_LIVE_DECARBONIZATION_25_26,/case-studies/26-b1-cs-1,0,2026-03-16 18:14:03.000000,8.0
